# Godot class reference — one row per member
# class	kind	name	signature	brief
MobileVRInterface	property	display_width	float display_width = 14.5	The width of the display in centimeters.
MobileVRInterface	property	eye_height	float eye_height = 1.85	The height at which the camera is placed in relation to the ground (i.e.
MobileVRInterface	property	iod	float iod = 6.0	The interocular distance, also known as the interpupillary distance.
MobileVRInterface	property	k1	float k1 = 0.215	The k1 lens factor is one of the two constants that define the strength of the lens used and directly influences the lens distortion effect.
MobileVRInterface	property	k2	float k2 = 0.215	The k2 lens factor, see k1.
MobileVRInterface	property	offset_rect	Rect2 offset_rect = Rect2(0, 0, 1, 1)	Set the offset rect relative to the area being rendered.
MobileVRInterface	property	oversample	float oversample = 1.5	The oversample setting.
MobileVRInterface	property	vrs_min_radius	float vrs_min_radius = 20.0	The minimum radius around the focal point where full quality is guaranteed if VRS is used as a percentage of screen size.
MobileVRInterface	property	vrs_strength	float vrs_strength = 1.0	The strength used to calculate the VRS density map.
MobileVRInterface	property	xr_play_area_mode	int xr_play_area_mode = 1	
ModifierBoneTarget3D	property	bone	int bone = -1	The index of the attached bone.
ModifierBoneTarget3D	property	bone_name	String bone_name = ""	The name of the attached bone.
MovieWriter	method	_get_audio_mix_rate	int _get_audio_mix_rate() virtual required const	Called when the audio sample rate used for recording the audio is requested by the engine.
MovieWriter	method	_get_audio_speaker_mode	int _get_audio_speaker_mode() virtual required const	Called when the audio speaker mode used for recording the audio is requested by the engine.
MovieWriter	method	_get_supported_extensions	PackedStringArray _get_supported_extensions() virtual required const	Returns the list of supported filename extensions for movies written with this .
MovieWriter	method	_handles_file	bool _handles_file(path: String) virtual required const	Called when the engine determines whether this is able to handle the file at .
MovieWriter	method	_write_begin	int _write_begin(movie_size: Vector2i, fps: int, base_path: String) virtual required	Called once before the engine starts writing video and audio data.
MovieWriter	method	_write_end	void _write_end() virtual required	Called when the engine finishes writing.
MovieWriter	method	_write_frame	int _write_frame(frame_image: Image, audio_frame_block: const void*) virtual required	Called at the end of every rendered frame.
MovieWriter	method	add_writer	void add_writer(writer: MovieWriter) static	Adds a writer to be usable by the engine.
MultiMesh	method	get_aabb	AABB get_aabb() const	Returns the visibility axis-aligned bounding box in local space.
MultiMesh	method	get_instance_color	Color get_instance_color(instance: int) const	Gets a specific instance's color multiplier.
MultiMesh	method	get_instance_custom_data	Color get_instance_custom_data(instance: int) const	Returns the custom data that has been set for a specific instance.
MultiMesh	method	get_instance_transform	Transform3D get_instance_transform(instance: int) const	Returns the of a specific instance.
MultiMesh	method	get_instance_transform_2d	Transform2D get_instance_transform_2d(instance: int) const	Returns the of a specific instance.
MultiMesh	method	reset_instance_physics_interpolation	void reset_instance_physics_interpolation(instance: int)	When using physics interpolation, this function allows you to prevent interpolation on an instance in the current physics tick.
MultiMesh	method	reset_instances_physics_interpolation	void reset_instances_physics_interpolation()	When using physics interpolation, this function allows you to prevent interpolation for all instances in the current physics tick.
MultiMesh	method	set_buffer_interpolated	void set_buffer_interpolated(buffer_curr: PackedFloat32Array, buffer_prev: PackedFloat32Array)	An alternative to setting the property, which can be used with physics interpolation.
MultiMesh	method	set_instance_color	void set_instance_color(instance: int, color: Color)	Sets the color of a specific instance by multiplying the mesh's existing vertex colors.
MultiMesh	method	set_instance_custom_data	void set_instance_custom_data(instance: int, custom_data: Color)	Sets custom data for a specific instance.
MultiMesh	method	set_instance_transform	void set_instance_transform(instance: int, transform: Transform3D)	Sets the for a specific instance.
MultiMesh	method	set_instance_transform_2d	void set_instance_transform_2d(instance: int, transform: Transform2D)	Sets the for a specific instance.
MultiMesh	property	buffer	PackedFloat32Array buffer = PackedFloat32Array()	
MultiMesh	property	color_array	PackedColorArray color_array	Array containing each used by all instances of this mesh.
MultiMesh	property	custom_aabb	AABB custom_aabb = AABB(0, 0, 0, 0, 0, 0)	Custom AABB for this MultiMesh resource.
MultiMesh	property	custom_data_array	PackedColorArray custom_data_array	Array containing each custom data value used by all instances of this mesh, as a .
MultiMesh	property	instance_count	int instance_count = 0	Number of instances that will get drawn.
MultiMesh	property	mesh	Mesh mesh	resource to be instanced.
MultiMesh	property	physics_interpolation_quality	int physics_interpolation_quality = 0	Choose whether to use an interpolation method that favors speed or quality.
MultiMesh	property	transform_2d_array	PackedVector2Array transform_2d_array	Array containing each value used by all instances of this mesh, as a .
MultiMesh	property	transform_array	PackedVector3Array transform_array	Array containing each value used by all instances of this mesh, as a .
MultiMesh	property	transform_format	int transform_format = 0	Format of transform used to transform mesh, either 2D or 3D.
MultiMesh	property	use_colors	bool use_colors = false	If true, the will use color data (see ).
MultiMesh	property	use_custom_data	bool use_custom_data = false	If true, the will use custom data (see ).
MultiMesh	property	visible_instance_count	int visible_instance_count = -1	Limits the number of instances drawn, -1 draws all instances.
MultiMesh	enum-value	TRANSFORM_2D	TransformFormat.TRANSFORM_2D = 0	Use this when using 2D transforms.
MultiMesh	enum-value	TRANSFORM_3D	TransformFormat.TRANSFORM_3D = 1	Use this when using 3D transforms.
MultiMesh	enum-value	INTERP_QUALITY_FAST	PhysicsInterpolationQuality.INTERP_QUALITY_FAST = 0	Always interpolate using Basis lerping, which can produce warping artifacts in some situations.
MultiMesh	enum-value	INTERP_QUALITY_HIGH	PhysicsInterpolationQuality.INTERP_QUALITY_HIGH = 1	Attempt to interpolate using Basis slerping (spherical linear interpolation) where possible, otherwise fall back to lerping.
MultiMeshInstance2D	signal	texture_changed	void texture_changed()	Emitted when the is changed.
MultiMeshInstance2D	property	multimesh	MultiMesh multimesh	The that will be drawn by the .
MultiMeshInstance2D	property	texture	Texture2D texture	The that will be used if using the default .
MultiMeshInstance3D	property	multimesh	MultiMesh multimesh	The resource that will be used and shared among all instances of the .
MultiplayerAPI	method	create_default_interface	MultiplayerAPI create_default_interface() static	Returns a new instance of the default MultiplayerAPI.
MultiplayerAPI	method	get_default_interface	StringName get_default_interface() static	Returns the default MultiplayerAPI implementation class name.
MultiplayerAPI	method	get_peers	PackedInt32Array get_peers()	Returns the peer IDs of all connected peers of this MultiplayerAPI's .
MultiplayerAPI	method	get_remote_sender_id	int get_remote_sender_id()	Returns the sender's peer ID for the RPC currently being executed.
MultiplayerAPI	method	get_unique_id	int get_unique_id()	Returns the unique peer ID of this MultiplayerAPI's .
MultiplayerAPI	method	has_multiplayer_peer	bool has_multiplayer_peer()	Returns true if there is a set.
MultiplayerAPI	method	is_server	bool is_server()	Returns true if this MultiplayerAPI's is valid and in server mode (listening for connections).
MultiplayerAPI	method	object_configuration_add	int object_configuration_add(object: Object, configuration: Variant)	Notifies the MultiplayerAPI of a new for the given .
MultiplayerAPI	method	object_configuration_remove	int object_configuration_remove(object: Object, configuration: Variant)	Notifies the MultiplayerAPI to remove a for the given .
MultiplayerAPI	method	poll	int poll()	Method used for polling the MultiplayerAPI.
MultiplayerAPI	method	rpc	int rpc(peer: int, object: Object, method: StringName, arguments: Array = [])	Sends an RPC to the target .
MultiplayerAPI	method	set_default_interface	void set_default_interface(interface_name: StringName) static	Sets the default MultiplayerAPI implementation class.
MultiplayerAPI	signal	connected_to_server	void connected_to_server()	Emitted when this MultiplayerAPI's successfully connected to a server.
MultiplayerAPI	signal	connection_failed	void connection_failed()	Emitted when this MultiplayerAPI's fails to establish a connection to a server.
MultiplayerAPI	signal	peer_connected	void peer_connected(id: int)	Emitted when this MultiplayerAPI's connects with a new peer.
MultiplayerAPI	signal	peer_disconnected	void peer_disconnected(id: int)	Emitted when this MultiplayerAPI's disconnects from a peer.
MultiplayerAPI	signal	server_disconnected	void server_disconnected()	Emitted when this MultiplayerAPI's disconnects from server.
MultiplayerAPI	property	multiplayer_peer	MultiplayerPeer multiplayer_peer	The peer object to handle the RPC system (effectively enabling networking when set).
MultiplayerAPI	enum-value	RPC_MODE_DISABLED	RPCMode.RPC_MODE_DISABLED = 0	Used with to disable a method or property for all RPC calls, making it unavailable.
MultiplayerAPI	enum-value	RPC_MODE_ANY_PEER	RPCMode.RPC_MODE_ANY_PEER = 1	Used with to set a method to be callable remotely by any peer.
MultiplayerAPI	enum-value	RPC_MODE_AUTHORITY	RPCMode.RPC_MODE_AUTHORITY = 2	Used with to set a method to be callable remotely only by the current multiplayer authority (which is the server by default).
MultiplayerAPIExtension	method	_get_multiplayer_peer	MultiplayerPeer _get_multiplayer_peer() virtual	Called when the is retrieved.
MultiplayerAPIExtension	method	_get_peer_ids	PackedInt32Array _get_peer_ids() virtual const	Callback for .
MultiplayerAPIExtension	method	_get_remote_sender_id	int _get_remote_sender_id() virtual const	Callback for .
MultiplayerAPIExtension	method	_get_unique_id	int _get_unique_id() virtual const	Callback for .
MultiplayerAPIExtension	method	_object_configuration_add	int _object_configuration_add(object: Object, configuration: Variant) virtual	Callback for .
MultiplayerAPIExtension	method	_object_configuration_remove	int _object_configuration_remove(object: Object, configuration: Variant) virtual	Callback for .
MultiplayerAPIExtension	method	_poll	int _poll() virtual	Callback for .
MultiplayerAPIExtension	method	_rpc	int _rpc(peer: int, object: Object, method: StringName, args: Array) virtual	Callback for .
MultiplayerAPIExtension	method	_set_multiplayer_peer	void _set_multiplayer_peer(multiplayer_peer: MultiplayerPeer) virtual	Called when the is set.
MultiplayerPeer	method	close	void close()	Immediately close the multiplayer peer returning to the state .
MultiplayerPeer	method	disconnect_peer	void disconnect_peer(peer: int, force: bool = false)	Disconnects the given from this host.
MultiplayerPeer	method	generate_unique_id	int generate_unique_id() const	Returns a randomly generated integer that can be used as a network unique ID.
MultiplayerPeer	method	get_connection_status	int get_connection_status() const	Returns the current state of the connection.
MultiplayerPeer	method	get_packet_channel	int get_packet_channel() const	Returns the channel over which the next available packet was received.
MultiplayerPeer	method	get_packet_mode	int get_packet_mode() const	Returns the transfer mode the remote peer used to send the next available packet.
MultiplayerPeer	method	get_packet_peer	int get_packet_peer() const	Returns the ID of the who sent the next available packet.
MultiplayerPeer	method	get_unique_id	int get_unique_id() const	Returns the ID of this .
MultiplayerPeer	method	is_server_relay_supported	bool is_server_relay_supported() const	Returns true if the server can act as a relay in the current configuration.
MultiplayerPeer	method	poll	void poll()	Waits up to 1 second to receive a new network event.
MultiplayerPeer	method	set_target_peer	void set_target_peer(id: int)	Sets the peer to which packets will be sent.
MultiplayerPeer	signal	peer_connected	void peer_connected(id: int)	Emitted when a remote peer connects.
MultiplayerPeer	signal	peer_disconnected	void peer_disconnected(id: int)	Emitted when a remote peer has disconnected.
MultiplayerPeer	property	refuse_new_connections	bool refuse_new_connections = false	If true, this refuses new connections.
MultiplayerPeer	property	transfer_channel	int transfer_channel = 0	The channel to use to send packets.
MultiplayerPeer	property	transfer_mode	int transfer_mode = 2	The manner in which to send packets to the target peer.
MultiplayerPeer	enum-value	CONNECTION_DISCONNECTED	ConnectionStatus.CONNECTION_DISCONNECTED = 0	The MultiplayerPeer is disconnected.
MultiplayerPeer	enum-value	CONNECTION_CONNECTING	ConnectionStatus.CONNECTION_CONNECTING = 1	The MultiplayerPeer is currently connecting to a server.
MultiplayerPeer	enum-value	CONNECTION_CONNECTED	ConnectionStatus.CONNECTION_CONNECTED = 2	This MultiplayerPeer is connected.
MultiplayerPeer	constant	TARGET_PEER_BROADCAST	TARGET_PEER_BROADCAST = 0	Packets are sent to all connected peers.
MultiplayerPeer	constant	TARGET_PEER_SERVER	TARGET_PEER_SERVER = 1	Packets are sent to the remote peer acting as server.
MultiplayerPeer	enum-value	TRANSFER_MODE_UNRELIABLE	TransferMode.TRANSFER_MODE_UNRELIABLE = 0	Packets are not acknowledged, no resend attempts are made for lost packets.
MultiplayerPeer	enum-value	TRANSFER_MODE_UNRELIABLE_ORDERED	TransferMode.TRANSFER_MODE_UNRELIABLE_ORDERED = 1	Packets are not acknowledged, no resend attempts are made for lost packets.
MultiplayerPeer	enum-value	TRANSFER_MODE_RELIABLE	TransferMode.TRANSFER_MODE_RELIABLE = 2	Packets must be received and resend attempts should be made until the packets are acknowledged.
MultiplayerPeerExtension	method	_close	void _close() virtual required	Called when the multiplayer peer should be immediately closed (see ).
